Products,Markets,Period,value
CRS550,Canada,Nov 2020,0
CRS550,Canada,Dec 2020,0
CRS550,Brazil,Jan 2020,44
CRS550,Brazil,Feb 2020,11
CRS550,Brazil,Mar 2020,2
CRS550,Brazil,Apr 2020,0
CRS550,Brazil,May 2020,0
CRS550,Brazil,Jun 2020,0
CRS550,Brazil,Jul 2020,0
CRS550,Brazil,Aug 2020,0
CRS550,Brazil,Sep 2020,0
CRS550,Brazil,Oct 2020,0
CRS550,Brazil,Nov 2020,0
CRS550,Brazil,Dec 2020,0
CRS550,Argentina,Jan 2020,44
CRS550,Argentina,Feb 2020,11
CRS550,Argentina,Mar 2020,2
CRS550,Argentina,Apr 2020,0
CRS550,Argentina,May 2020,0
CRS550,Argentina,Jun 2020,0
CRS550,Argentina,Jul 2020,0
CRS550,Argentina,Aug 2020,0
CRS550,Argentina,Sep 2020,0
CRS550,Argentina,Oct 2020,0
CRS550,Argentina,Nov 2020,0
CRS550,Argentina,Dec 2020,0
CRS550,UK,Jan 2020,44
CRS550,UK,Feb 2020,11
CRS550,UK,Mar 2020,2
CRS550,UK,Apr 2020,0
CRS550,UK,May 2020,0
CRS550,UK,Jun 2020,0
CRS550,UK,Jul 2020,0
CRS550,UK,Aug 2020,0
CRS550,UK,Sep 2020,0
CRS550,UK,Oct 2020,0
CRS550,UK,Nov 2020,0
CRS550,UK,Dec 2020,0
CRS550,France,Jan 2020,27
CRS550,France,Feb 2020,7
CRS550,France,Mar 2020,1
CRS550,France,Apr 2020,0
CRS550,France,May 2020,0
CRS550,France,Jun 2020,0
CRS550,France,Jul 2020,0
CRS550,France,Aug 2020,0
CRS550,France,Sep 2020,0
CRS550,France,Oct 2020,0
CRS550,France,Nov 2020,0
CRS550,France,Dec 2020,0
CRS550,Germany,Jan 2020,24
CRS550,Germany,Feb 2020,7
CRS550,Germany,Mar 2020,1
CRS550,Germany,Apr 2020,0
CRS550,Germany,May 2020,0
CRS550,Germany,Jun 2020,0
CRS550,Germany,Jul 2020,0
CRS550,Germany,Aug 2020,0
CRS550,Germany,Sep 2020,0
CRS550,Germany,Oct 2020,0
CRS550,Germany,Nov 2020,0
CRS550,Germany,Dec 2020,0
CRS550,Spain,Jan 2020,26
CRS550,Spain,Feb 2020,7
CRS550,Spain,Mar 2020,1
CRS550,Spain,Apr 2020,0
CRS550,Spain,May 2020,0
CRS550,Spain,Jun 2020,0
CRS550,Spain,Jul 2020,0
CRS550,Spain,Aug 2020,0
CRS550,Spain,Sep 2020,0
CRS550,Spain,Oct 2020,0
CRS550,Spain,Nov 2020,0
CRS550,Spain,Dec 2020,0
CRS550,Italy,Jan 2020,28
CRS550,Italy,Feb 2020,6
CRS550,Italy,Mar 2020,1
CRS550,Italy,Apr 2020,0
CRS550,Italy,May 2020,0
CRS550,Italy,Jun 2020,0
CRS550,Italy,Jul 2020,0
CRS550,Italy,Aug 2020,0
CRS550,Italy,Sep 2020,0
CRS550,Italy,Oct 2020,0
CRS550,Italy,Nov 2020,0
CRS550,Italy,Dec 2020,0
CRS550,China,Jan 2020,9
CRS550,China,Feb 2020,2
CRS550,China,Mar 2020,1
CRS550,China,Apr 2020,0
CRS550,China,May 2020,0
CRS550,China,Jun 2020,0
CRS550,China,Jul 2020,0
CRS550,China,Aug 2020,0
CRS550,China,Sep 2020,0
CRS550,China,Oct 2020,0
CRS550,China,Nov 2020,0
CRS550,China,Dec 2020,0
CRS550,Japan,Jan 2020,9
CRS550,Japan,Feb 2020,2
CRS550,Japan,Mar 2020,0
CRS550,Japan,Apr 2020,0
CRS550,Japan,May 2020,0
CRS550,Japan,Jun 2020,0
CRS550,Japan,Jul 2020,0
CRS550,Japan,Aug 2020,0
CRS550,Japan,Sep 2020,0
CRS550,Japan,Oct 2020,0
CRS550,Japan,Nov 2020,0
CRS550,Japan,Dec 2020,0
CRS550,Americas#,Jan 2020,0
CRS550,Americas#,Feb 2020,0
CRS550,Americas#,Mar 2020,0
CRS550,Americas#,Apr 2020,0
CRS550,Americas#,May 2020,0
CRS550,Americas#,Jun 2020,0
CRS550,Americas#,Jul 2020,0
CRS550,Americas#,Aug 2020,0
CRS550,Americas#,Sep 2020,0
CRS550,Americas#,Oct 2020,0
CRS550,Americas#,Nov 2020,0
CRS550,Americas#,Dec 2020,0
CRS550,EMEA#,Jan 2020,0
CRS550,EMEA#,Feb 2020,0
CRS550,EMEA#,Mar 2020,0
CRS550,EMEA#,Apr 2020,0
CRS550,EMEA#,May 2020,0
CRS550,EMEA#,Jun 2020,0
CRS550,EMEA#,Jul 2020,0
CRS550,EMEA#,Aug 2020,0
CRS550,EMEA#,Sep 2020,0
CRS550,EMEA#,Oct 2020,0
CRS550,EMEA#,Nov 2020,0
CRS550,EMEA#,Dec 2020,0
CRS550,APAC#,Jan 2020,0
CRS550,APAC#,Feb 2020,0
CRS550,APAC#,Mar 2020,0
CRS550,APAC#,Apr 2020,0
CRS550,APAC#,May 2020,0
CRS550,APAC#,Jun 2020,0
CRS550,APAC#,Jul 2020,0
CRS550,APAC#,Aug 2020,0
CRS550,APAC#,Sep 2020,0
CRS550,APAC#,Oct 2020,0
CRS550,APAC#,Nov 2020,0
CRS550,APAC#,Dec 2020,0
CRS550,Total Market#,Jan 2020,0
CRS550,Total Market#,Feb 2020,0
CRS550,Total Market#,Mar 2020,0
CRS550,Total Market#,Apr 2020,0
CRS550,Total Market#,May 2020,0
CRS550,Total Market#,Jun 2020,0
CRS550,Total Market#,Jul 2020,0
CRS550,Total Market#,Aug 2020,0
CRS550,Total Market#,Sep 2020,0
CRS550,Total Market#,Oct 2020,0
CRS550,Total Market#,Nov 2020,0
CRS550,Total Market#,Dec 2020,0
CRX600,US,Jan 2020,26
CRX600,US,Feb 2020,7
CRX600,US,Mar 2020,1
CRX600,US,Apr 2020,0
CRX600,US,May 2020,0
CRX600,US,Jun 2020,0
CRX600,US,Jul 2020,0
CRX600,US,Aug 2020,0
CRX600,US,Sep 2020,0
CRX600,US,Oct 2020,0
CRX600,US,Nov 2020,0
CRX600,US,Dec 2020,0
CRX600,Canada,Jan 2020,4
CRX600,Canada,Feb 2020,0
CRX600,Canada,Mar 2020,0
CRX600,Canada,Apr 2020,0
CRX600,Canada,May 2020,0
CRX600,Canada,Jun 2020,0
CRX600,Canada,Jul 2020,0
CRX600,Canada,Aug 2020,0
CRX600,Canada,Sep 2020,0
CRX600,Canada,Oct 2020,0
CRX600,Canada,Nov 2020,0
CRX600,Canada,Dec 2020,0
CRX600,Brazil,Jan 2020,42
CRX600,Brazil,Feb 2020,11
CRX600,Brazil,Mar 2020,2
CRX600,Brazil,Apr 2020,0
CRX600,Brazil,May 2020,0
CRX600,Brazil,Jun 2020,0
CRX600,Brazil,Jul 2020,0
CRX600,Brazil,Aug 2020,0
CRX600,Brazil,Sep 2020,0
CRX600,Brazil,Oct 2020,0
CRX600,Brazil,Nov 2020,0
CRX600,Brazil,Dec 2020,0
CRX600,Argentina,Jan 2020,19
CRX600,Argentina,Feb 2020,4
CRX600,Argentina,Mar 2020,1
CRX600,Argentina,Apr 2020,0
CRX600,Argentina,May 2020,0
CRX600,Argentina,Jun 2020,0
CRX600,Argentina,Jul 2020,0
CRX600,Argentina,Aug 2020,0
CRX600,Argentina,Sep 2020,0
CRX600,Argentina,Oct 2020,0
CRX600,Argentina,Nov 2020,0
CRX600,Argentina,Dec 2020,0
CRX600,UK,Jan 2020,16
CRX600,UK,Feb 2020,4
CRX600,UK,Mar 2020,1
CRX600,UK,Apr 2020,0
CRX600,UK,May 2020,0
CRX600,UK,Jun 2020,0
CRX600,UK,Jul 2020,0
CRX600,UK,Aug 2020,0
CRX600,UK,Sep 2020,0
CRX600,UK,Oct 2020,0
CRX600,UK,Nov 2020,0
CRX600,UK,Dec 2020,0
CRX600,France,Jan 2020,22
CRX600,France,Feb 2020,5
CRX600,France,Mar 2020,1
CRX600,France,Apr 2020,0
CRX600,France,May 2020,0
CRX600,France,Jun 2020,0
CRX600,France,Jul 2020,0
CRX600,France,Aug 2020,0
CRX600,France,Sep 2020,0
CRX600,France,Oct 2020,0
CRX600,France,Nov 2020,0
CRX600,France,Dec 2020,0
CRX600,Germany,Jan 2020,7
CRX600,Germany,Feb 2020,2
CRX600,Germany,Mar 2020,0
CRX600,Germany,Apr 2020,0
CRX600,Germany,May 2020,0
CRX600,Germany,Jun 2020,0
CRX600,Germany,Jul 2020,0
CRX600,Germany,Aug 2020,0
CRX600,Germany,Sep 2020,0
CRX600,Germany,Oct 2020,0
CRX600,Germany,Nov 2020,0
CRX600,Germany,Dec 2020,0
CRX600,Spain,Jan 2020,20
CRX600,Spain,Feb 2020,5
CRX600,Spain,Mar 2020,1
CRX600,Spain,Apr 2020,0
CRX600,Spain,May 2020,0
CRX600,Spain,Jun 2020,0
CRX600,Spain,Jul 2020,0
CRX600,Spain,Aug 2020,0
CRX600,Spain,Sep 2020,0
CRX600,Spain,Oct 2020,0
CRX600,Spain,Nov 2020,0
CRX600,Spain,Dec 2020,0
CRX600,Italy,Jan 2020,28
CRX600,Italy,Feb 2020,7
CRX600,Italy,Mar 2020,1
CRX600,Italy,Apr 2020,0
CRX600,Italy,May 2020,0
CRX600,Italy,Jun 2020,0
CRX600,Italy,Jul 2020,0
CRX600,Italy,Aug 2020,0
CRX600,Italy,Sep 2020,0
CRX600,Italy,Oct 2020,0
CRX600,Italy,Nov 2020,0
CRX600,Italy,Dec 2020,0
CRX600,China,Jan 2020,29
CRX600,China,Feb 2020,8
CRX600,China,Mar 2020,2
CRX600,China,Apr 2020,0
CRX600,China,May 2020,0
CRX600,China,Jun 2020,0
CRX600,China,Jul 2020,0
CRX600,China,Aug 2020,0
CRX600,China,Sep 2020,0
CRX600,China,Oct 2020,0
CRX600,China,Nov 2020,0
CRX600,China,Dec 2020,0
CRX600,Japan,Jan 2020,30
CRX600,Japan,Feb 2020,8
CRX600,Japan,Mar 2020,1
CRX600,Japan,Apr 2020,0
CRX600,Japan,May 2020,0
CRX600,Japan,Jun 2020,0
CRX600,Japan,Jul 2020,0
CRX600,Japan,Aug 2020,0
CRX600,Japan,Sep 2020,0
CRX600,Japan,Oct 2020,0
CRX600,Japan,Nov 2020,0
CRX600,Japan,Dec 2020,0
CRX600,Americas#,Jan 2020,0
CRX600,Americas#,Feb 2020,0
CRX600,Americas#,Mar 2020,0
CRX600,Americas#,Apr 2020,0
CRX600,Americas#,May 2020,0
CRX600,Americas#,Jun 2020,0
CRX600,Americas#,Jul 2020,0
CRX600,Americas#,Aug 2020,0
CRX600,Americas#,Sep 2020,0
CRX600,Americas#,Oct 2020,0
CRX600,Americas#,Nov 2020,0
CRX600,Americas#,Dec 2020,0
CRX600,EMEA#,Jan 2020,0
CRX600,EMEA#,Feb 2020,0
CRX600,EMEA#,Mar 2020,0
CRX600,EMEA#,Apr 2020,0
CRX600,EMEA#,May 2020,0
CRX600,EMEA#,Jun 2020,0
CRX600,EMEA#,Jul 2020,0
CRX600,EMEA#,Aug 2020,0
CRX600,EMEA#,Sep 2020,0
CRX600,EMEA#,Oct 2020,0
CRX600,EMEA#,Nov 2020,0
CRX600,EMEA#,Dec 2020,0
CRX600,APAC#,Jan 2020,0
CRX600,APAC#,Feb 2020,0
CRX600,APAC#,Mar 2020,0
CRX600,APAC#,Apr 2020,0
CRX600,APAC#,May 2020,0
CRX600,APAC#,Jun 2020,0
CRX600,APAC#,Jul 2020,0
CRX600,APAC#,Aug 2020,0
CRX600,APAC#,Sep 2020,0
CRX600,APAC#,Oct 2020,0
CRX600,APAC#,Nov 2020,0
CRX600,APAC#,Dec 2020,0
CRX600,Total Market#,Jan 2020,0
CRX600,Total Market#,Feb 2020,0
CRX600,Total Market#,Mar 2020,0
CRX600,Total Market#,Apr 2020,0
CRX600,Total Market#,May 2020,0
CRX600,Total Market#,Jun 2020,0
CRX600,Total Market#,Jul 2020,0
CRX600,Total Market#,Aug 2020,0
CRX600,Total Market#,Sep 2020,0
CRX600,Total Market#,Oct 2020,0
CRX600,Total Market#,Nov 2020,0
CRX600,Total Market#,Dec 2020,0
CRX650,US,Jan 2020,17
CRX650,US,Feb 2020,4
CRX650,US,Mar 2020,1
CRX650,US,Apr 2020,0
CRX650,US,May 2020,0
CRX650,US,Jun 2020,0
CRX650,US,Jul 2020,0
CRX650,US,Aug 2020,0
CRX650,US,Sep 2020,0
CRX650,US,Oct 2020,0
CRX650,US,Nov 2020,0
CRX650,US,Dec 2020,0
CRX650,Canada,Jan 2020,25
CRX650,Canada,Feb 2020,7
CRX650,Canada,Mar 2020,1
CRX650,Canada,Apr 2020,0
CRX650,Canada,May 2020,0
CRX650,Canada,Jun 2020,0
CRX650,Canada,Jul 2020,0
CRX650,Canada,Aug 2020,0
CRX650,Canada,Sep 2020,0
CRX650,Canada,Oct 2020,0
CRX650,Canada,Nov 2020,0
CRX650,Canada,Dec 2020,0
CRX650,Brazil,Jan 2020,40
CRX650,Brazil,Feb 2020,11
CRX650,Brazil,Mar 2020,2
CRX650,Brazil,Apr 2020,0
CRX650,Brazil,May 2020,0
CRX650,Brazil,Jun 2020,0
CRX650,Brazil,Jul 2020,0
CRX650,Brazil,Aug 2020,0
CRX650,Brazil,Sep 2020,0
CRX650,Brazil,Oct 2020,0
CRX650,Brazil,Nov 2020,0
CRX650,Brazil,Dec 2020,0
CRX650,Argentina,Jan 2020,25
CRX650,Argentina,Feb 2020,6
CRX650,Argentina,Mar 2020,1
CRX650,Argentina,Apr 2020,0
CRX650,Argentina,May 2020,0
CRX650,Argentina,Jun 2020,0
CRX650,Argentina,Jul 2020,0
CRX650,Argentina,Aug 2020,0
CRX650,Argentina,Sep 2020,0
CRX650,Argentina,Oct 2020,0
CRX650,Argentina,Nov 2020,0
CRX650,Argentina,Dec 2020,0
CRX650,UK,Jan 2020,40
CRX650,UK,Feb 2020,10
CRX650,UK,Mar 2020,2
CRX650,UK,Apr 2020,0
CRX650,UK,May 2020,0
CRX650,UK,Jun 2020,0
CRX650,UK,Jul 2020,0
CRX650,UK,Aug 2020,0
CRX650,UK,Sep 2020,0
CRX650,UK,Oct 2020,0
CRX650,UK,Nov 2020,0
CRX650,UK,Dec 2020,0
CRX650,France,Jan 2020,21
CRX650,France,Feb 2020,6
CRX650,France,Mar 2020,1
CRX650,France,Apr 2020,0
CRX650,France,May 2020,0
CRX650,France,Jun 2020,0
CRX650,France,Jul 2020,0
CRX650,France,Aug 2020,0
CRX650,France,Sep 2020,0
CRX650,France,Oct 2020,0
CRX650,France,Nov 2020,0
CRX650,France,Dec 2020,0
CRX650,Germany,Jan 2020,15
CRX650,Germany,Feb 2020,4
CRX650,Germany,Mar 2020,1
CRX650,Germany,Apr 2020,0
CRX650,Germany,May 2020,0
CRX650,Germany,Jun 2020,0
CRX650,Germany,Jul 2020,0
CRX650,Germany,Aug 2020,0
CRX650,Germany,Sep 2020,0
CRX650,Germany,Oct 2020,0
CRX650,Germany,Nov 2020,0
CRX650,Germany,Dec 2020,0
CRX650,Spain,Jan 2020,39
CRX650,Spain,Feb 2020,10
CRX650,Spain,Mar 2020,2
CRX650,Spain,Apr 2020,0
CRX650,Spain,May 2020,0
CRX650,Spain,Jun 2020,0
CRX650,Spain,Jul 2020,0
CRX650,Spain,Aug 2020,0
CRX650,Spain,Sep 2020,0
CRX650,Spain,Oct 2020,0
CRX650,Spain,Nov 2020,0
CRX650,Spain,Dec 2020,0
CRX650,Italy,Jan 2020,28
CRX650,Italy,Feb 2020,7
CRX650,Italy,Mar 2020,1
CRX650,Italy,Apr 2020,0
CRX650,Italy,May 2020,0
CRX650,Italy,Jun 2020,0
CRX650,Italy,Jul 2020,0
CRX650,Italy,Aug 2020,0
CRX650,Italy,Sep 2020,0
CRX650,Italy,Oct 2020,0
CRX650,Italy,Nov 2020,0
CRX650,Italy,Dec 2020,0
CRX650,China,Jan 2020,16
CRX650,China,Feb 2020,4
CRX650,China,Mar 2020,1
CRX650,China,Apr 2020,0
CRX650,China,May 2020,0
CRX650,China,Jun 2020,0
CRX650,China,Jul 2020,0
CRX650,China,Aug 2020,0
CRX650,China,Sep 2020,0
CRX650,China,Oct 2020,0
CRX650,China,Nov 2020,0
CRX650,China,Dec 2020,0
CRX650,Japan,Jan 2020,34
CRX650,Japan,Feb 2020,9
CRX650,Japan,Mar 2020,2
CRX650,Japan,Apr 2020,0
CRX650,Japan,May 2020,0
CRX650,Japan,Jun 2020,0
CRX650,Japan,Jul 2020,0
CRX650,Japan,Aug 2020,0
CRX650,Japan,Sep 2020,0
CRX650,Japan,Oct 2020,0
CRX650,Japan,Nov 2020,0
CRX650,Japan,Dec 2020,0
CRX650,Americas#,Jan 2020,0
CRX650,Americas#,Feb 2020,0
CRX650,Americas#,Mar 2020,0
CRX650,Americas#,Apr 2020,0
CRX650,Americas#,May 2020,0
CRX650,Americas#,Jun 2020,0
CRX650,Americas#,Jul 2020,0
CRX650,Americas#,Aug 2020,0
CRX650,Americas#,Sep 2020,0
CRX650,Americas#,Oct 2020,0
CRX650,Americas#,Nov 2020,0
CRX650,Americas#,Dec 2020,0
CRX650,EMEA#,Jan 2020,0
CRX650,EMEA#,Feb 2020,0
CRX650,EMEA#,Mar 2020,0
CRX650,EMEA#,Apr 2020,0
CRX650,EMEA#,May 2020,0
CRX650,EMEA#,Jun 2020,0
CRX650,EMEA#,Jul 2020,0
CRX650,EMEA#,Aug 2020,0
CRX650,EMEA#,Sep 2020,0
CRX650,EMEA#,Oct 2020,0
CRX650,EMEA#,Nov 2020,0
CRX650,EMEA#,Dec 2020,0
CRX650,APAC#,Jan 2020,0
CRX650,APAC#,Feb 2020,0
CRX650,APAC#,Mar 2020,0
CRX650,APAC#,Apr 2020,0
CRX650,APAC#,May 2020,0
CRX650,APAC#,Jun 2020,0
CRX650,APAC#,Jul 2020,0
CRX650,APAC#,Aug 2020,0
CRX650,APAC#,Sep 2020,0
CRX650,APAC#,Oct 2020,0
CRX650,APAC#,Nov 2020,0
CRX650,APAC#,Dec 2020,0
CRX650,Total Market#,Jan 2020,0
CRX650,Total Market#,Feb 2020,0
CRX650,Total Market#,Mar 2020,0
CRX650,Total Market#,Apr 2020,0
CRX650,Total Market#,May 2020,0
CRX650,Total Market#,Jun 2020,0
CRX650,Total Market#,Jul 2020,0
CRX650,Total Market#,Aug 2020,0
CRX650,Total Market#,Sep 2020,0
CRX650,Total Market#,Oct 2020,0
CRX650,Total Market#,Nov 2020,0
CRX650,Total Market#,Dec 2020,0
Street#,US,Jan 2020,0
Street#,US,Feb 2020,0
Street#,US,Mar 2020,0
Street#,US,Apr 2020,0
Street#,US,May 2020,0
Street#,US,Jun 2020,0
Street#,US,Jul 2020,0
Street#,US,Aug 2020,0
Street#,US,Sep 2020,0
Street#,US,Oct 2020,0
Street#,US,Nov 2020,0
Street#,US,Dec 2020,0
Street#,Canada,Jan 2020,0
Street#,Canada,Feb 2020,0
Street#,Canada,Mar 2020,0
Street#,Canada,Apr 2020,0
Street#,Canada,May 2020,0
Street#,Canada,Jun 2020,0
Street#,Canada,Jul 2020,0
Street#,Canada,Aug 2020,0
Street#,Canada,Sep 2020,0
Street#,Canada,Oct 2020,0
Street#,Canada,Nov 2020,0
Street#,Canada,Dec 2020,0
Street#,Brazil,Jan 2020,0
Street#,Brazil,Feb 2020,0
Street#,Brazil,Mar 2020,0
Street#,Brazil,Apr 2020,0
Street#,Brazil,May 2020,0
Street#,Brazil,Jun 2020,0
Street#,Brazil,Jul 2020,0
Street#,Brazil,Aug 2020,0
Street#,Brazil,Sep 2020,0
Street#,Brazil,Oct 2020,0
Street#,Brazil,Nov 2020,0
Street#,Brazil,Dec 2020,0
Street#,Argentina,Jan 2020,0
Street#,Argentina,Feb 2020,0
Street#,Argentina,Mar 2020,0
Street#,Argentina,Apr 2020,0
Street#,Argentina,May 2020,0
Street#,Argentina,Jun 2020,0
Street#,Argentina,Jul 2020,0
Street#,Argentina,Aug 2020,0
Street#,Argentina,Sep 2020,0
Street#,Argentina,Oct 2020,0
Street#,Argentina,Nov 2020,0
Street#,Argentina,Dec 2020,0
Street#,UK,Jan 2020,0
Street#,UK,Feb 2020,0
Street#,UK,Mar 2020,0
Street#,UK,Apr 2020,0
Street#,UK,May 2020,0
Street#,UK,Jun 2020,0
Street#,UK,Jul 2020,0
Street#,UK,Aug 2020,0
Street#,UK,Sep 2020,0
Street#,UK,Oct 2020,0
Street#,UK,Nov 2020,0
Street#,UK,Dec 2020,0
Street#,France,Jan 2020,0
Street#,France,Feb 2020,0
Street#,France,Mar 2020,0
Street#,France,Apr 2020,0
Street#,France,May 2020,0
Street#,France,Jun 2020,0
Street#,France,Jul 2020,0
Street#,France,Aug 2020,0
Street#,France,Sep 2020,0
Street#,France,Oct 2020,0
Street#,France,Nov 2020,0
Street#,France,Dec 2020,0
Street#,Germany,Jan 2020,0
Street#,Germany,Feb 2020,0
Street#,Germany,Mar 2020,0
Street#,Germany,Apr 2020,0
Street#,Germany,May 2020,0
Street#,Germany,Jun 2020,0
Street#,Germany,Jul 2020,0
Street#,Germany,Aug 2020,0
Street#,Germany,Sep 2020,0
Street#,Germany,Oct 2020,0
Street#,Germany,Nov 2020,0
Street#,Germany,Dec 2020,0
Street#,Spain,Jan 2020,0
Street#,Spain,Feb 2020,0
Street#,Spain,Mar 2020,0
Street#,Spain,Apr 2020,0
Street#,Spain,May 2020,0
Street#,Spain,Jun 2020,0
Street#,Spain,Jul 2020,0
Street#,Spain,Aug 2020,0
Street#,Spain,Sep 2020,0
Street#,Spain,Oct 2020,0
Street#,Spain,Nov 2020,0
Street#,Spain,Dec 2020,0
Street#,Italy,Jan 2020,0
Street#,Italy,Feb 2020,0
Street#,Italy,Mar 2020,0
Street#,Italy,Apr 2020,0
Street#,Italy,May 2020,0
Street#,Italy,Jun 2020,0
Street#,Italy,Jul 2020,0
Street#,Italy,Aug 2020,0
Street#,Italy,Sep 2020,0
Street#,Italy,Oct 2020,0
Street#,Italy,Nov 2020,0
Street#,Italy,Dec 2020,0
Street#,China,Jan 2020,0
Street#,China,Feb 2020,0
Street#,China,Mar 2020,0
Street#,China,Apr 2020,0
Street#,China,May 2020,0
Street#,China,Jun 2020,0
Street#,China,Jul 2020,0
Street#,China,Aug 2020,0
Street#,China,Sep 2020,0
Street#,China,Oct 2020,0
Street#,China,Nov 2020,0
Street#,China,Dec 2020,0
Street#,Japan,Jan 2020,0
Street#,Japan,Feb 2020,0
Street#,Japan,Mar 2020,0
Street#,Japan,Apr 2020,0
Street#,Japan,May 2020,0
Street#,Japan,Jun 2020,0
Street#,Japan,Jul 2020,0
Street#,Japan,Aug 2020,0
Street#,Japan,Sep 2020,0
Street#,Japan,Oct 2020,0
Street#,Japan,Nov 2020,0
Street#,Japan,Dec 2020,0
Street#,Americas#,Jan 2020,0
Street#,Americas#,Feb 2020,0
Street#,Americas#,Mar 2020,0
Street#,Americas#,Apr 2020,0
Street#,Americas#,May 2020,0
Street#,Americas#,Jun 2020,0
Street#,Americas#,Jul 2020,0
Street#,Americas#,Aug 2020,0
Street#,Americas#,Sep 2020,0
Street#,Americas#,Oct 2020,0
Street#,Americas#,Nov 2020,0
Street#,Americas#,Dec 2020,0
Street#,EMEA#,Jan 2020,0
Street#,EMEA#,Feb 2020,0
Street#,EMEA#,Mar 2020,0
Street#,EMEA#,Apr 2020,0
Street#,EMEA#,May 2020,0
Street#,EMEA#,Jun 2020,0
Street#,EMEA#,Jul 2020,0
Street#,EMEA#,Aug 2020,0
Street#,EMEA#,Sep 2020,0
Street#,EMEA#,Oct 2020,0
Street#,EMEA#,Nov 2020,0
Street#,EMEA#,Dec 2020,0
Street#,APAC#,Jan 2020,0
Street#,APAC#,Feb 2020,0
Street#,APAC#,Mar 2020,0
Street#,APAC#,Apr 2020,0
Street#,APAC#,May 2020,0
Street#,APAC#,Jun 2020,0
Street#,APAC#,Jul 2020,0
Street#,APAC#,Aug 2020,0
Street#,APAC#,Sep 2020,0
Street#,APAC#,Oct 2020,0
Street#,APAC#,Nov 2020,0
Street#,APAC#,Dec 2020,0
Street#,Total Market#,Jan 2020,0
Street#,Total Market#,Feb 2020,0
Street#,Total Market#,Mar 2020,0
Street#,Total Market#,Apr 2020,0
Street#,Total Market#,May 2020,0
Street#,Total Market#,Jun 2020,0
Street#,Total Market#,Jul 2020,0
Street#,Total Market#,Aug 2020,0
Street#,Total Market#,Sep 2020,0
Street#,Total Market#,Oct 2020,0
Street#,Total Market#,Nov 2020,0
Street#,Total Market#,Dec 2020,0
Cruiser#,US,Jan 2020,0
Cruiser#,US,Feb 2020,0
Cruiser#,US,Mar 2020,0
Cruiser#,US,Apr 2020,0
Cruiser#,US,May 2020,0
Cruiser#,US,Jun 2020,0
Cruiser#,US,Jul 2020,0
Cruiser#,US,Aug 2020,0
Cruiser#,US,Sep 2020,0
Cruiser#,US,Oct 2020,0
Cruiser#,US,Nov 2020,0
Cruiser#,US,Dec 2020,0
Cruiser#,Canada,Jan 2020,0
Cruiser#,Canada,Feb 2020,0
Cruiser#,Canada,Mar 2020,0
Cruiser#,Canada,Apr 2020,0
Cruiser#,Canada,May 2020,0
Cruiser#,Canada,Jun 2020,0
Cruiser#,Canada,Jul 2020,0
Cruiser#,Canada,Aug 2020,0
Cruiser#,Canada,Sep 2020,0
Cruiser#,Canada,Oct 2020,0
Cruiser#,Canada,Nov 2020,0
Cruiser#,Canada,Dec 2020,0
Cruiser#,Brazil,Jan 2020,0
Cruiser#,Brazil,Feb 2020,0
Cruiser#,Brazil,Mar 2020,0
Cruiser#,Brazil,Apr 2020,0
Cruiser#,Brazil,May 2020,0
Cruiser#,Brazil,Jun 2020,0
Cruiser#,Brazil,Jul 2020,0
Cruiser#,Brazil,Aug 2020,0
Cruiser#,Brazil,Sep 2020,0
Cruiser#,Brazil,Oct 2020,0
Cruiser#,Brazil,Nov 2020,0
Cruiser#,Brazil,Dec 2020,0
Cruiser#,Argentina,Jan 2020,0
Cruiser#,Argentina,Feb 2020,0
Cruiser#,Argentina,Mar 2020,0
Cruiser#,Argentina,Apr 2020,0
Cruiser#,Argentina,May 2020,0
Cruiser#,Argentina,Jun 2020,0
Cruiser#,Argentina,Jul 2020,0
Cruiser#,Argentina,Aug 2020,0
Cruiser#,Argentina,Sep 2020,0
Cruiser#,Argentina,Oct 2020,0
Cruiser#,Argentina,Nov 2020,0
Cruiser#,Argentina,Dec 2020,0
Cruiser#,UK,Jan 2020,0
Cruiser#,UK,Feb 2020,0
Cruiser#,UK,Mar 2020,0
Cruiser#,UK,Apr 2020,0
Cruiser#,UK,May 2020,0
Cruiser#,UK,Jun 2020,0
Cruiser#,UK,Jul 2020,0
Cruiser#,UK,Aug 2020,0
Cruiser#,UK,Sep 2020,0
Cruiser#,UK,Oct 2020,0
Cruiser#,UK,Nov 2020,0
Cruiser#,UK,Dec 2020,0
Cruiser#,France,Jan 2020,0
Cruiser#,France,Feb 2020,0
Cruiser#,France,Mar 2020,0
Cruiser#,France,Apr 2020,0
Cruiser#,France,May 2020,0
Cruiser#,France,Jun 2020,0
Cruiser#,France,Jul 2020,0
Cruiser#,France,Aug 2020,0
Cruiser#,France,Sep 2020,0
Cruiser#,France,Oct 2020,0
Cruiser#,France,Nov 2020,0
Cruiser#,France,Dec 2020,0
Cruiser#,Germany,Jan 2020,0
Cruiser#,Germany,Feb 2020,0
Cruiser#,Germany,Mar 2020,0
Cruiser#,Germany,Apr 2020,0
Cruiser#,Germany,May 2020,0
Cruiser#,Germany,Jun 2020,0
Cruiser#,Germany,Jul 2020,0
Cruiser#,Germany,Aug 2020,0
Cruiser#,Germany,Sep 2020,0
Cruiser#,Germany,Oct 2020,0
Cruiser#,Germany,Nov 2020,0
Cruiser#,Germany,Dec 2020,0
